round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,last_neuron,shapes
8,3.0268471240997314,0.25809767842292786,3.4258477687835693,0.2607802748680115,relu,7983,0.4705999999999999,500,1938,8,286,brick
500,1.4046740531921387,0.5336760878562927,1.5320420265197754,0.4332648813724518,relu,16651,0.37259999999999993,500,640,0,640,funnel
7,23.74557876586914,0.05398457497358322,3.5469815731048584,0.2607802748680115,relu,7983,0.7939999999999998,500,935,8,2587,triangle
243,1.6591726541519165,0.47403597831726074,1.6472017765045166,0.5030800700187683,relu,4437,0.23539999999999997,500,286,4,1879,brick
17,8.900598526000977,0.08226221054792404,3.278343677520752,0.2607802748680115,relu,14484,0.9115999999999999,500,1820,2,227,brick
10,2.8982088565826416,0.2575835585594177,2.9452404975891113,0.2772074043750763,relu,11529,0.19619999999999996,500,2351,5,935,triangle
8,51.68242263793945,0.07969151437282562,3.518618106842041,0.2607802748680115,relu,3846,0.8625999999999998,500,1938,6,1702,brick
500,4.116925239562988,0.08534704148769379,3.511047124862671,0.2607802748680115,relu,19803,0.8135999999999999,500,50,6,2410,brick
7,3.1639788150787354,0.25809767842292786,3.241171360015869,0.2607802748680115,relu,14878,0.10799999999999997,500,2941,9,1643,brick
9,2379.205078125,0.06529562920331955,3.539414882659912,0.2607802748680115,relu,2073,0.9213999999999998,500,2587,8,286,brick
500,1.3717949390411377,0.5455012917518616,1.5197601318359375,0.4599589407444,relu,2073,0.15699999999999997,500,581,0,1348,funnel
18,3.836822032928467,0.15167094767093658,3.1571974754333496,0.2607802748680115,relu,13499,0.8135999999999999,500,1171,2,1525,triangle
5,3.010467529296875,0.25809767842292786,3.206536054611206,0.2607802748680115,relu,891,0.3333999999999999,500,1643,9,168,brick
20,2.9496467113494873,0.2586118280887604,2.934675455093384,0.2607802748680115,relu,11923,0.20599999999999996,500,994,5,404,funnel
8,2.992906332015991,0.25809767842292786,3.3802196979522705,0.2607802748680115,relu,19212,0.4313999999999999,500,1702,8,1938,funnel
17,5.8866424560546875,0.1007712110877037,3.2739367485046387,0.2607802748680115,relu,7983,0.8821999999999999,500,1643,2,2587,brick
7,2.9876039028167725,0.25809767842292786,3.2478420734405518,0.2607802748680115,relu,2467,0.34319999999999995,500,2410,7,1997,brick
500,0.8341472744941711,0.653984546661377,1.2186596393585205,0.46817249059677124,relu,6604,0.2648,500,2233,0,2705,funnel
21,20.429323196411133,0.03958868980407715,3.410487651824951,0.2607802748680115,relu,12908,0.9409999999999998,500,2528,2,935,funnel
13,3.0061895847320557,0.2575835585594177,3.1053781509399414,0.2607802748680115,relu,3846,0.4705999999999999,500,1171,4,2056,brick
30,2879.64208984375,0.036503855139017105,3.533708333969116,0.2197125256061554,relu,15075,0.9703999999999998,500,935,5,1584,brick
470,0.9207152128219604,0.6416452527046204,1.2157443761825562,0.4907597601413727,relu,1876,0.06879999999999999,500,1348,0,640,brick
48,1.4959808588027954,0.5223650336265564,1.8469728231430054,0.46817249059677124,relu,17045,0.08839999999999998,500,2823,9,2882,funnel
12,2.980747938156128,0.25809767842292786,3.0917794704437256,0.2607802748680115,relu,17833,0.29419999999999996,500,935,7,1289,funnel
5,3.497190475463867,0.1861182451248169,3.5392515659332275,0.2607802748680115,relu,15666,0.6469999999999999,500,2587,8,1289,triangle
8,2.9321541786193848,0.2575835585594177,3.0580644607543945,0.2607802748680115,relu,14484,0.4313999999999999,500,2056,4,2764,triangle
139,1.3742966651916504,0.4992288053035736,1.3715794086456299,0.4948665201663971,relu,2270,0.7645999999999998,500,2528,1,2410,funnel
8,9.105835914611816,0.06169665977358818,3.5266313552856445,0.2607802748680115,relu,19803,0.8135999999999999,500,404,5,2115,triangle
28,3.1475398540496826,0.2524421513080597,3.493321180343628,0.2607802748680115,relu,11923,0.5783999999999999,500,581,7,286,brick
500,1.1436841487884521,0.587146520614624,1.3628932237625122,0.47843942046165466,relu,19015,0.15699999999999997,500,876,0,1702,funnel
19,50.86149597167969,0.06169665977358818,3.5211341381073,0.2607802748680115,relu,15863,0.9017999999999998,500,286,5,1230,funnel
153,1.293846845626831,0.5249357223510742,1.3462233543395996,0.4989733099937439,relu,4240,0.7841999999999999,500,2941,1,1820,brick
46,0.7995302081108093,0.6668380498886108,1.251467227935791,0.45790553092956543,relu,13893,0.01,500,2882,2,2351,triangle
500,0.9365319609642029,0.6020565629005432,1.206665277481079,0.4558521509170532,relu,19606,0.6665999999999999,500,2705,0,2115,funnel
74,0.771190881729126,0.6812339425086975,1.228091835975647,0.4558521509170532,relu,8377,0.0394,500,2823,1,1407,brick
42,1.0269367694854736,0.5897172093391418,1.4626188278198242,0.48049280047416687,relu,13302,0.06879999999999999,500,2469,5,2941,funnel
12,2.924833297729492,0.25141388177871704,2.9804818630218506,0.2895277142524719,relu,19803,0.4999999999999999,500,1702,3,1643,brick
6,228.5635528564453,0.0920308455824852,3.5440876483917236,0.2607802748680115,relu,6998,0.8527999999999998,500,2410,9,2764,brick
9,3.0228657722473145,0.25809767842292786,3.0979294776916504,0.2607802748680115,relu,9953,0.08839999999999998,500,2292,9,1230,triangle
4,35.4434928894043,0.036503855139017105,3.5501627922058105,0.2607802748680115,relu,11726,0.7645999999999998,500,2941,9,581,funnel
8,2.968294620513916,0.2586118280887604,2.981034755706787,0.2607802748680115,relu,18227,0.09819999999999998,500,2469,7,1466,brick
23,3.058924436569214,0.25809767842292786,3.182739019393921,0.2607802748680115,relu,7195,0.29419999999999996,500,758,9,109,triangle
109,1.068846583366394,0.5830334424972534,1.2996065616607666,0.48049280047416687,relu,8574,0.27459999999999996,500,640,2,1879,funnel
7,3.1533093452453613,0.25192803144454956,3.534942626953125,0.2607802748680115,relu,9756,0.5881999999999998,500,1702,9,640,brick
326,1.2155814170837402,0.5501285195350647,1.3199595212936401,0.47022587060928345,relu,10741,0.5881999999999998,500,2469,1,227,funnel
6,9.915982246398926,0.14241644740104675,3.5172317028045654,0.2607802748680115,relu,19212,0.7841999999999999,500,2823,6,2351,brick
25,2949.222412109375,0.04267352074384689,3.5263853073120117,0.2607802748680115,relu,7786,0.9703999999999998,500,994,5,1230,funnel
23,9.70334243774414,0.04781490936875343,3.5382113456726074,0.2607802748680115,relu,19409,0.8135999999999999,500,463,5,463,funnel
13,3.0268828868865967,0.25809767842292786,3.1124815940856934,0.2607802748680115,relu,19212,0.34319999999999995,500,994,6,1053,brick
8,5.401800632476807,0.06889460235834122,3.5468146800994873,0.2607802748680115,relu,2073,0.7057999999999999,500,1761,7,522,funnel
49,583.7900390625,0.04318765923380852,3.5343902111053467,0.14579054713249207,relu,13499,0.9703999999999998,500,581,4,286,brick
60,1.541016936302185,0.5115681290626526,1.938762903213501,0.47022587060928345,relu,497,0.41179999999999994,500,2764,7,2174,brick
500,2.781419515609741,0.2724935710430145,2.7096059322357178,0.29568788409233093,relu,3846,0.15699999999999997,500,50,7,1820,brick
6,14.424178123474121,0.12339331954717636,3.5461432933807373,0.2607802748680115,relu,18424,0.7547999999999998,500,994,9,1820,funnel
10,502.2198486328125,0.08277635276317596,3.5460667610168457,0.2607802748680115,relu,9756,0.8821999999999999,500,640,9,1997,funnel
13,3.2435710430145264,0.24061696231365204,3.461949586868286,0.2607802748680115,relu,11332,0.6665999999999999,500,345,5,1407,funnel
500,0.852311372756958,0.6755784153938293,1.2102959156036377,0.46406570076942444,relu,6013,0.01,500,1702,0,1407,funnel
12,3.079338788986206,0.2575835585594177,3.357836961746216,0.2607802748680115,relu,15666,0.5097999999999999,500,1053,6,2292,brick
12,3.5641915798187256,0.18046271800994873,3.0693695545196533,0.2607802748680115,relu,9953,0.7841999999999999,500,1466,2,2410,triangle
64,1.0427573919296265,0.5686375498771667,1.2958625555038452,0.4866529703140259,relu,13893,0.28439999999999993,500,1466,2,2705,triangle
9,3.2544853687286377,0.24061696231365204,3.459188461303711,0.2607802748680115,relu,16454,0.6371999999999999,500,1997,5,1348,funnel
21,3.2415168285369873,0.24113111197948456,3.396010637283325,0.2607802748680115,relu,18621,0.48039999999999994,500,2056,7,109,funnel
23,3.718640089035034,0.15732647478580475,3.210364580154419,0.2607802748680115,relu,3846,0.8037999999999998,500,994,2,2646,brick
141,1.2229681015014648,0.5465295910835266,1.2973421812057495,0.4928131401538849,relu,9559,0.6469999999999999,500,2351,1,227,triangle
7,1175.184326171875,0.07300771027803421,3.54440975189209,0.2607802748680115,relu,15272,0.8919999999999998,500,2587,9,1230,triangle
500,0.9106622338294983,0.6107969284057617,1.1975115537643433,0.4599589407444,relu,17045,0.5685999999999999,500,2469,0,2056,brick
500,1.315735101699829,0.5326477885246277,1.4571384191513062,0.45790553092956543,relu,10544,0.37259999999999993,500,758,0,1171,funnel
49,4.109251976013184,0.08688946068286896,3.523547649383545,0.2607802748680115,relu,11135,0.7939999999999998,500,109,4,345,funnel
5,3.8436524868011475,0.16555270552635193,3.5320301055908203,0.2607802748680115,relu,19409,0.6763999999999999,500,2646,7,2233,triangle
13,27.09020233154297,0.07300771027803421,3.377835512161255,0.2607802748680115,relu,13893,0.9213999999999998,500,2292,3,1407,brick
180,1.220313549041748,0.535732626914978,1.2978214025497437,0.4887063801288605,relu,11923,0.6469999999999999,500,1525,1,1584,brick
15,9.336928367614746,0.0514138825237751,3.500072717666626,0.2607802748680115,relu,11923,0.8331999999999998,500,994,4,817,funnel
10,3.009174346923828,0.25809767842292786,3.095522880554199,0.2607802748680115,relu,8771,0.17659999999999998,500,1879,8,1053,funnel
500,1.5275309085845947,0.4899742901325226,1.482125163078308,0.5112936496734619,relu,8377,0.6861999999999999,500,2292,2,227,funnel
14,15.100447654724121,0.04575835540890694,3.5508835315704346,0.2607802748680115,relu,14090,0.7547999999999998,500,404,9,994,brick
12,2.89432430267334,0.25809767842292786,2.922555685043335,0.2607802748680115,relu,11332,0.11779999999999997,500,994,5,2292,funnel
500,0.9104073643684387,0.6431876420974731,1.2246713638305664,0.47638604044914246,relu,3058,0.16679999999999998,500,1584,0,345,triangle
15,3.0242998600006104,0.25809767842292786,3.102522850036621,0.2607802748680115,relu,8180,0.3529999999999999,500,994,6,876,funnel
8,3.0276005268096924,0.25809767842292786,3.1348602771759033,0.2607802748680115,relu,11135,0.17659999999999998,500,1702,8,2823,funnel
35,3.2754805088043213,0.20462724566459656,3.3680262565612793,0.2607802748680115,relu,17833,0.7057999999999999,500,581,3,2292,brick
92,1.407173752784729,0.5213367342948914,1.525553584098816,0.5051334500312805,relu,15469,0.4215999999999999,500,2646,3,345,funnel
6,3.019636631011963,0.2575835585594177,3.4136900901794434,0.2607802748680115,relu,5816,0.4901999999999999,500,2528,7,50,brick
7,3.026139736175537,0.25809767842292786,3.2688374519348145,0.2607802748680115,relu,15272,0.29419999999999996,500,2056,9,1938,funnel
34,39558.69921875,0.032904885709285736,3.5421011447906494,0.24640657007694244,relu,9756,0.9801999999999998,500,876,6,286,brick
7,3.6408047676086426,0.1778920292854309,3.306403398513794,0.2607802748680115,relu,13105,0.7449999999999999,500,2469,3,463,brick
500,0.8306428790092468,0.6776349544525146,1.2159274816513062,0.453798770904541,relu,9362,0.23539999999999997,500,2056,0,1171,brick
13,3.798327684402466,0.11208226531744003,3.545417070388794,0.2607802748680115,relu,3649,0.6861999999999999,500,817,8,2941,brick
7,3.340681791305542,0.2118251919746399,3.481052875518799,0.2607802748680115,relu,6604,0.6763999999999999,500,1938,5,2941,brick
85,1.175915002822876,0.5768637657165527,1.5381264686584473,0.46201232075691223,relu,4634,0.0394,500,286,7,1879,triangle
60,1.278606653213501,0.5352185368537903,1.4096636772155762,0.5133470296859741,relu,13696,0.37259999999999993,500,2941,2,168,triangle
12,3.0150506496429443,0.25809767842292786,3.1062517166137695,0.2607802748680115,relu,7786,0.24519999999999997,500,758,9,1289,triangle
11,3.0588386058807373,0.25809767842292786,3.3169972896575928,0.2607802748680115,relu,9756,0.3823999999999999,500,1112,9,1289,triangle
500,1.0522575378417969,0.5820051431655884,1.2663511037826538,0.48049280047416687,relu,16848,0.27459999999999996,500,227,1,640,funnel
500,2.9187464714050293,0.2586118280887604,3.3096859455108643,0.2607802748680115,relu,13893,0.5685999999999999,500,522,8,522,triangle
24,5.787163257598877,0.04884318634867668,3.511164426803589,0.2607802748680115,relu,12711,0.8037999999999998,500,522,4,2646,brick
13,2.944394588470459,0.25809767842292786,3.011233329772949,0.2607802748680115,relu,11135,0.2648,500,1643,5,581,triangle
7,6.630361080169678,0.06375321000814438,3.5496010780334473,0.2607802748680115,relu,17636,0.7155999999999999,500,2941,8,699,funnel
51,4.139321804046631,0.08380462974309921,3.378486156463623,0.2607802748680115,relu,5028,0.8429999999999999,500,463,2,522,funnel
353,1.1019792556762695,0.5835475325584412,1.3228193521499634,0.47843942046165466,relu,14878,0.15699999999999997,500,286,2,876,brick
35,4.724104881286621,0.1352185159921646,2.8338863849639893,0.2607802748680115,relu,8377,0.9213999999999998,500,2351,1,2233,funnel
11,4.858712673187256,0.14293059706687927,3.137035369873047,0.2607802748680115,relu,16848,0.8527999999999998,500,2587,2,109,brick
500,1.3088741302490234,0.5521851181983948,1.5229859352111816,0.46817249059677124,relu,5816,0.029599999999999994,500,168,1,1230,brick
4,28.061986923217773,0.09254498779773712,3.5438425540924072,0.2607802748680115,relu,300,0.8233999999999998,500,2528,7,1761,funnel
8,2820.64453125,0.05038560554385185,3.5438098907470703,0.2607802748680115,relu,1482,0.9115999999999999,500,2469,9,699,triangle
86,0.8649372458457947,0.645758330821991,1.2659475803375244,0.46406570076942444,relu,6604,0.06879999999999999,500,1289,2,2646,brick
500,1.0201245546340942,0.5969151854515076,1.2868198156356812,0.47638604044914246,relu,14681,0.09819999999999998,500,109,1,1820,triangle
38,1.3872051239013672,0.5280205607414246,1.6485728025436401,0.5154004096984863,relu,8771,0.34319999999999995,500,2646,3,2410,brick
8,5.376894950866699,0.1305912584066391,3.5037429332733154,0.2607802748680115,relu,4240,0.7645999999999998,500,1879,5,640,triangle
38,1.0601955652236938,0.5804627537727356,1.4072855710983276,0.47843942046165466,relu,15666,0.019799999999999998,500,2705,4,2056,triangle
276,1.0819200277328491,0.5665809512138367,1.2647943496704102,0.48049280047416687,relu,15272,0.5196,500,404,1,2941,funnel
500,0.9071410894393921,0.6365038752555847,1.2150404453277588,0.47638604044914246,relu,4437,0.3529999999999999,500,1879,0,2587,brick
68,1.3384356498718262,0.5295630097389221,1.4675103425979614,0.48459959030151367,relu,6998,0.4705999999999999,500,2469,2,1289,funnel
25,3.02254581451416,0.25809767842292786,3.065415143966675,0.2607802748680115,relu,2073,0.4313999999999999,500,404,4,817,funnel
500,1.3858227729797363,0.5069409012794495,1.3582342863082886,0.4373716711997986,relu,1285,0.8625999999999998,500,876,0,1761,brick
16,10.750589370727539,0.08637531846761703,3.2126128673553467,0.2607802748680115,relu,11332,0.9213999999999998,500,2646,2,50,brick
172,1.3738691806793213,0.5305912494659424,1.58418869972229,0.4866529703140259,relu,5816,0.18639999999999998,500,640,5,286,funnel
161,1.4654643535614014,0.4971722364425659,1.5005196332931519,0.4989733099937439,relu,694,0.6077999999999999,500,1466,2,463,funnel
64,1.060593605041504,0.5712082386016846,1.3157938718795776,0.48049280047416687,relu,16060,0.28439999999999993,500,1525,2,2587,triangle
500,1.5279974937438965,0.519280195236206,1.6501370668411255,0.447638601064682,relu,8968,0.08839999999999998,500,463,0,286,brick
58,0.8448786735534668,0.6447300910949707,1.319077491760254,0.4558521509170532,relu,19803,0.029599999999999994,500,1761,3,2941,brick
6,3.0679869651794434,0.25809767842292786,3.348445177078247,0.2607802748680115,relu,6013,0.30399999999999994,500,2646,9,2174,brick
11,0.9118059277534485,0.6097686290740967,1.3802071809768677,0.4989733099937439,relu,300,0.10799999999999997,500,2941,3,640,brick
66,1.431169033050537,0.5223650336265564,1.6242173910140991,0.5010266900062561,relu,14090,0.6077999999999999,500,2823,2,2941,funnel
500,1.0238972902297974,0.6087403893470764,1.264445424079895,0.46201232075691223,relu,6407,0.4901999999999999,500,1525,0,1643,triangle
5,3.599012851715088,0.16143958270549774,3.5488476753234863,0.2607802748680115,relu,17242,0.6567999999999998,500,2351,9,2528,triangle
399,1.5203202962875366,0.49151670932769775,1.4900760650634766,0.5277207493782043,relu,17242,0.5196,500,286,2,817,triangle
6,3.76185941696167,0.2077120840549469,3.54622220993042,0.2607802748680115,relu,5422,0.6567999999999998,500,2115,9,1525,triangle
6,3.507643461227417,0.1948586106300354,3.5393881797790527,0.2607802748680115,relu,13105,0.6469999999999999,500,1643,8,2764,brick
42,3.341588020324707,0.21799485385417938,3.485954999923706,0.2607802748680115,relu,6998,0.4901999999999999,500,1879,9,50,funnel
7,5.628155708312988,0.1583547592163086,3.5367770195007324,0.2607802748680115,relu,3058,0.7351999999999999,500,1997,7,2882,brick
500,2.4880025386810303,0.28791773319244385,2.521632432937622,0.2607802748680115,relu,7786,0.22559999999999997,500,109,0,1643,brick
111,1.0641483068466187,0.5850899815559387,1.2621445655822754,0.47843942046165466,relu,5422,0.5881999999999998,500,2233,1,2646,triangle
80,0.8063637614250183,0.6673521995544434,1.2412680387496948,0.46406570076942444,relu,15469,0.049199999999999994,500,2351,1,109,brick
106,0.8992134928703308,0.6354755759239197,1.2366541624069214,0.4599589407444,relu,14090,0.27459999999999996,500,2115,1,1643,funnel
26,3.001169443130493,0.25809767842292786,3.021636486053467,0.2607802748680115,relu,17045,0.21579999999999996,500,463,7,1112,brick
10,2.935206651687622,0.2575835585594177,3.0307323932647705,0.2607802748680115,relu,12711,0.39219999999999994,500,2292,4,817,triangle
76,1.1031208038330078,0.5722364783287048,1.3698087930679321,0.48254621028900146,relu,3452,0.17659999999999998,500,463,3,2587,funnel
500,1.7165545225143433,0.44678664207458496,1.779572606086731,0.4024640619754791,relu,3846,0.36279999999999996,500,404,0,640,triangle
451,0.9513194561004639,0.622107982635498,1.2310376167297363,0.46817249059677124,relu,1876,0.34319999999999995,500,1643,0,227,brick
32,5.361743927001953,0.1069408729672432,2.938324451446533,0.2607802748680115,relu,12120,0.9311999999999998,500,2115,1,1643,funnel
160,0.9253347516059875,0.6102827787399292,1.2414451837539673,0.46817249059677124,relu,17833,0.32359999999999994,500,1348,1,2823,brick
11,3.0290627479553223,0.2586118280887604,3.3122990131378174,0.2607802748680115,relu,6801,0.4509999999999999,500,994,7,2233,triangle
500,0.875278890132904,0.6627249121665955,1.2285429239273071,0.46201232075691223,relu,19803,0.06879999999999999,500,1702,0,286,brick
44,0.9377450942993164,0.59537273645401,1.3801685571670532,0.4599589407444,relu,11923,0.08839999999999998,500,2882,4,1702,funnel
11,3.030898332595825,0.25809767842292786,3.222148895263672,0.2607802748680115,relu,17045,0.28439999999999993,500,1171,9,1525,brick
233,1.4274260997772217,0.5064267516136169,1.3509272336959839,0.4989733099937439,relu,2861,0.7645999999999998,500,1643,1,2705,brick
8,4.348198413848877,0.14190231263637543,3.470766305923462,0.2607802748680115,relu,8968,0.7645999999999998,500,1289,4,2587,triangle
12,3.428874969482422,0.19845758378505707,3.0653076171875,0.2607802748680115,relu,3846,0.7645999999999998,500,1879,2,758,brick
8,4.517777442932129,0.15989717841148376,3.3317675590515137,0.2607802748680115,relu,3649,0.7939999999999998,500,2941,3,1584,triangle
8,11041.4140625,0.04370179772377014,3.552549123764038,0.12525667250156403,relu,14090,0.9507999999999999,500,109,8,1112,triangle
17,3.043276786804199,0.25809767842292786,3.093742847442627,0.2607802748680115,relu,11529,0.31379999999999997,500,699,7,699,triangle
7,2.9743146896362305,0.25809767842292786,3.0911107063293457,0.2607802748680115,relu,13499,0.27459999999999996,500,2587,6,2587,brick
10,2.9823951721191406,0.25809767842292786,3.0149893760681152,0.2607802748680115,relu,14681,0.1374,500,1230,7,2882,triangle
9,2.901611089706421,0.25809767842292786,2.9489622116088867,0.2833675444126129,relu,12317,0.19619999999999996,500,1643,5,2410,funnel
119,1.4484301805496216,0.5074549913406372,1.4557465314865112,0.4989733099937439,relu,11726,0.48039999999999994,500,1702,2,463,funnel
130,0.9314048886299133,0.6159383058547974,1.2396190166473389,0.46611911058425903,relu,16257,0.3529999999999999,500,1584,1,1761,funnel
9,2.9503591060638428,0.25809767842292786,2.983349561691284,0.2607802748680115,relu,10938,0.10799999999999997,500,2410,7,1466,triangle
83,1.6287859678268433,0.4668380320072174,1.6632405519485474,0.4887063801288605,relu,694,0.41179999999999994,500,640,3,286,brick
17,754615.875,0.04575835540890694,3.5488998889923096,0.2607802748680115,relu,5225,0.9703999999999998,500,1407,9,1761,funnel
304,1.2261743545532227,0.543958842754364,1.3011019229888916,0.47638604044914246,relu,2270,0.5685999999999999,500,758,1,817,triangle
7,60.30677795410156,0.10385604202747345,3.546795129776001,0.2607802748680115,relu,2270,0.8135999999999999,500,1643,9,1997,funnel
31,39314.99609375,0.031362466514110565,3.550267457962036,0.14989733695983887,relu,13893,0.9703999999999998,500,522,7,876,triangle
297,1.0138165950775146,0.6092544794082642,1.3930022716522217,0.4599589407444,relu,6801,0.029599999999999994,500,227,3,522,brick
7,2.947524309158325,0.25809767842292786,3.1400046348571777,0.2607802748680115,relu,3058,0.39219999999999994,500,2410,5,1289,brick
7,34.54927444458008,0.10951156914234161,3.543020486831665,0.2607802748680115,relu,6801,0.8135999999999999,500,2587,8,168,triangle
