round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,last_neuron,shapes
14,8.375345230102539,0.3526992201805115,1.0612303018569946,0.447638601064682,relu,12514,0.8723999999999998,500,581,3,1938,funnel
4,12.494857788085938,0.3598971664905548,1.1880567073822021,0.447638601064682,relu,2664,0.8331999999999998,500,1997,4,2056,brick
6,2.629451036453247,0.35681232810020447,1.0972651243209839,0.447638601064682,relu,694,0.6763999999999999,500,2941,8,2174,funnel
8,1.0081688165664673,0.48946014046669006,1.0194058418273926,0.5030800700187683,relu,13105,0.06879999999999999,500,2351,9,1938,brick
4,1.3667185306549072,0.37994858622550964,1.08957040309906,0.4558521509170532,relu,18818,0.5489999999999999,500,1643,7,1761,triangle
4,1.7760224342346191,0.3665809631347656,1.0958620309829712,0.4517453908920288,relu,2861,0.5881999999999998,500,1761,8,1643,funnel
15,1.0217983722686768,0.48740360140800476,1.009312629699707,0.5071868300437927,relu,13499,0.37259999999999993,500,1407,4,994,funnel
17,1.0558314323425293,0.4622108042240143,1.0367058515548706,0.435318261384964,relu,2664,0.11779999999999997,500,2351,0,1761,triangle
7,1.0732014179229736,0.45501285791397095,1.0725107192993164,0.447638601064682,relu,3452,0.32359999999999994,500,699,6,758,funnel
5,0.9966471195220947,0.5156812071800232,1.0196874141693115,0.5071868300437927,relu,1679,0.09819999999999998,500,1348,3,2764,brick
9,0.9888231158256531,0.5208226442337036,1.0156735181808472,0.5133470296859741,relu,9756,0.0394,500,1466,5,227,brick
5,1.143104076385498,0.30899742245674133,1.0828462839126587,0.36960986256599426,relu,11923,0.27459999999999996,500,2410,5,640,brick
6,1.219525694847107,0.42107969522476196,1.0373568534851074,0.4928131401538849,relu,7195,0.41179999999999994,500,2882,1,876,funnel
6,1.0640833377838135,0.4544987082481384,1.0711184740066528,0.4989733099937439,relu,3452,0.32359999999999994,500,1112,7,2292,triangle
5,1.5626214742660522,0.27557840943336487,1.1130504608154297,0.30390143394470215,relu,12908,0.5293999999999999,500,2528,4,876,brick
7,54.91661834716797,0.3598971664905548,1.0643284320831299,0.447638601064682,relu,16257,0.9115999999999999,500,2410,4,2764,triangle
6,2.319657325744629,0.37377890944480896,1.0552042722702026,0.47638604044914246,relu,8968,0.7743999999999999,500,2882,1,227,funnel
91,1.0001822710037231,0.5043701529502869,1.0023789405822754,0.5112936496734619,relu,16848,0.11779999999999997,500,2292,0,2469,funnel
61,1.03218674659729,0.4884318709373474,1.0021827220916748,0.5112936496734619,relu,1482,0.27459999999999996,500,1112,0,109,funnel
18,1.0972481966018677,0.42056554555892944,1.0725395679473877,0.46406570076942444,relu,9756,0.4019999999999999,500,227,5,2174,brick
8,1.4969433546066284,0.36966580152511597,1.0575000047683716,0.47022587060928345,relu,9953,0.7155999999999999,500,227,3,2764,triangle
475,1.002794861793518,0.5089974403381348,1.0023821592330933,0.5174537897109985,relu,9756,0.22559999999999997,500,168,0,2528,brick
6,1.1668168306350708,0.39742931723594666,1.0940046310424805,0.447638601064682,relu,9559,0.48039999999999994,500,581,9,404,triangle
5,2.508554697036743,0.3424164652824402,1.0876981019973755,0.447638601064682,relu,12908,0.6175999999999999,500,1643,6,109,funnel
12,2.592050313949585,0.3383033275604248,1.078234076499939,0.447638601064682,relu,19409,0.6959999999999998,500,227,4,227,funnel
15,10.550615310668945,0.3511568009853363,1.0668073892593384,0.447638601064682,relu,13696,0.8429999999999999,500,404,4,1112,triangle
48,1.0853301286697388,0.4622108042240143,1.0033934116363525,0.5092402696609497,relu,7786,0.41179999999999994,500,2764,0,2882,triangle
4,1.4338351488113403,0.3722364902496338,1.0912009477615356,0.4004106819629669,relu,10150,0.5685999999999999,500,1348,5,1289,triangle
4,1.284885287284851,0.37326478958129883,1.0972861051559448,0.35934290289878845,relu,2664,0.5293999999999999,500,1525,9,2941,triangle
6,1.0212465524673462,0.5084832906723022,1.0259746313095093,0.5010266900062561,relu,6210,0.06879999999999999,500,1053,2,2056,funnel
10,43.897918701171875,0.3593830466270447,1.0976779460906982,0.2648870646953583,relu,19803,0.8037999999999998,500,404,9,1230,funnel
6,1.2540369033813477,0.4200514256954193,1.0687956809997559,0.5071868300437927,relu,4437,0.5097999999999999,500,2410,1,1879,triangle
10,1.024327278137207,0.5187660455703735,1.0183120965957642,0.5112936496734619,relu,13893,0.1374,500,2646,3,2233,brick
4,1.7416481971740723,0.3269922733306885,1.065688133239746,0.4065708518028259,relu,2664,0.6175999999999999,500,2410,4,1230,brick
8,1.3049885034561157,0.4267352223396301,1.0816948413848877,0.4394250512123108,relu,3452,0.6175999999999999,500,1407,2,2056,funnel
500,1.252566933631897,0.37994858622550964,1.071182131767273,0.4312115013599396,relu,4043,0.5881999999999998,500,50,0,404,brick
5,1.1855978965759277,0.2889460027217865,1.0896791219711304,0.35728952288627625,relu,3255,0.22559999999999997,500,2705,5,1407,brick
6,1.0683162212371826,0.45706939697265625,1.0777169466018677,0.447638601064682,relu,6210,0.30399999999999994,500,1171,8,1643,triangle
11,1.0668039321899414,0.4565552771091461,1.0864500999450684,0.447638601064682,relu,13499,0.4313999999999999,500,2410,7,581,brick
10,1.176090121269226,0.4406169652938843,1.0212000608444214,0.5071868300437927,relu,17439,0.5293999999999999,500,1053,1,1407,brick
7,0.991219699382782,0.5048843026161194,1.0095750093460083,0.5010266900062561,relu,5816,0.049199999999999994,500,2941,7,345,funnel
11,0.9927054047584534,0.5213367342948914,1.008165955543518,0.5133470296859741,relu,891,0.18639999999999998,500,2528,3,50,triangle
7,0.9911190271377563,0.5177378058433533,1.0202572345733643,0.5112936496734619,relu,300,0.09819999999999998,500,2646,8,2587,brick
9,1.0087462663650513,0.4987146556377411,1.006286382675171,0.5010266900062561,relu,18030,0.1276,500,1171,4,286,funnel
58,1.1636627912521362,0.43187659978866577,1.0103377103805542,0.5154004096984863,relu,1876,0.5783999999999999,500,1171,0,2410,funnel
8,1.235817790031433,0.39485859870910645,1.0544673204421997,0.4496919810771942,relu,4831,0.4999999999999999,500,1761,2,2115,funnel
5,79.17601013183594,0.357326477766037,1.0914347171783447,0.447638601064682,relu,1679,0.9213999999999998,500,2764,4,1643,triangle
7,1.1775267124176025,0.41233932971954346,1.1017576456069946,0.4558521509170532,relu,3058,0.3823999999999999,500,2233,1,2056,brick
16,2.2083048820495605,0.38303342461586,1.043269395828247,0.47638604044914246,relu,10150,0.7743999999999999,500,640,2,1643,brick
400,1.1541115045547485,0.45089974999427795,0.9995665550231934,0.5092402696609497,relu,10150,0.7743999999999999,500,345,0,1407,triangle
9,0.9873446226119995,0.5208226442337036,1.011888861656189,0.5010266900062561,relu,16651,0.029599999999999994,500,817,5,2528,funnel
6,2.1678969860076904,0.35475578904151917,1.0922471284866333,0.447638601064682,relu,1679,0.8037999999999998,500,50,4,2705,triangle
5,1.054200291633606,0.5151671171188354,1.0483318567276,0.5154004096984863,relu,2861,0.10799999999999997,500,2646,6,345,brick
42,1.5680269002914429,0.34190231561660767,1.0645465850830078,0.4496919810771942,relu,13499,0.6273999999999998,500,109,3,2115,brick
13,498.6804504394531,0.31568121910095215,1.0673761367797852,0.447638601064682,relu,9559,0.9801999999999998,500,2941,3,1407,brick
12,1.2873202562332153,0.42313623428344727,1.0133575201034546,0.5030800700187683,relu,17242,0.5881999999999998,500,2410,3,1112,funnel
134,1.201412320137024,0.4514138698577881,1.0071829557418823,0.5051334500312805,relu,13302,0.7057999999999999,500,935,0,1112,triangle
76,1.067672848701477,0.47197943925857544,0.9995033144950867,0.5092402696609497,relu,2664,0.31379999999999997,500,1820,0,581,brick
5,1.3939554691314697,0.3259640038013458,1.1340620517730713,0.42915812134742737,relu,2073,0.48039999999999994,500,2528,2,109,brick
4,2.3523240089416504,0.3938303291797638,1.2539448738098145,0.447638601064682,relu,18424,0.7351999999999999,500,2646,2,404,triangle
55,1.0025720596313477,0.5074549913406372,1.0030275583267212,0.4887063801288605,relu,17833,0.4215999999999999,500,1171,6,1230,triangle
6,1.6018847227096558,0.35475578904151917,1.0534296035766602,0.42094457149505615,relu,9362,0.6371999999999999,500,1997,3,1879,triangle
25,1.0011396408081055,0.5151671171188354,1.0148035287857056,0.5133470296859741,relu,16257,0.0394,500,404,9,758,brick
19,1.049997091293335,0.4755783975124359,1.0221295356750488,0.4948665201663971,relu,5816,0.1276,500,2587,0,935,brick
6,3.3340959548950195,0.3598971664905548,1.1038334369659424,0.447638601064682,relu,13893,0.8135999999999999,500,758,2,522,brick
4,1.1977144479751587,0.37172237038612366,1.088657021522522,0.47638604044914246,relu,12711,0.48039999999999994,500,1407,6,2351,brick
113,1.1879091262817383,0.44678664207458496,1.0036344528198242,0.5030800700187683,relu,18227,0.6763999999999999,500,1053,0,1112,funnel
7,289.606689453125,0.37532132863998413,1.0930225849151611,0.447638601064682,relu,18424,0.8527999999999998,500,1879,9,1938,triangle
6,57.76491165161133,0.3598971664905548,1.0829054117202759,0.29979467391967773,relu,10741,0.8821999999999999,500,1702,5,581,brick
9,0.9918323159217834,0.5151671171188354,1.0111145973205566,0.5112936496734619,relu,8968,0.06879999999999999,500,2528,8,1702,funnel
10,1.0667120218276978,0.45706939697265625,1.0712193250656128,0.447638601064682,relu,14090,0.30399999999999994,500,699,8,2056,brick
24,1.0453635454177856,0.4802056550979614,1.0121921300888062,0.5071868300437927,relu,9756,0.24519999999999997,500,1997,0,345,brick
53,0.9925769567489624,0.5177378058433533,0.9944272637367249,0.5154004096984863,relu,694,0.06879999999999999,500,581,0,1112,triangle
7,1.0782592296600342,0.45295628905296326,1.041106104850769,0.5030800700187683,relu,17636,0.28439999999999993,500,1702,2,817,brick
297,1.4335033893585205,0.40462726354599,1.0010643005371094,0.5092402696609497,relu,5619,0.8821999999999999,500,404,0,994,triangle
4,12.943183898925781,0.34550127387046814,1.2135300636291504,0.447638601064682,relu,16060,0.9213999999999998,500,2469,2,2174,brick
7,1.2914026975631714,0.43393316864967346,1.0392950773239136,0.5092402696609497,relu,19212,0.5685999999999999,500,2174,1,1525,triangle
43,1.224013328552246,0.4308483302593231,0.9997861981391907,0.5195071697235107,relu,16651,0.6175999999999999,500,2174,0,2351,triangle
10,1.0131497383117676,0.5084832906723022,1.0194945335388184,0.5112936496734619,relu,10938,0.19619999999999996,500,1112,4,2764,triangle
16,1.0784997940063477,0.4457583427429199,1.0544674396514893,0.4599589407444,relu,6210,0.3333999999999999,500,345,5,581,brick
28,1.1577322483062744,0.44215938448905945,0.9922618269920349,0.5051334500312805,relu,15075,0.5587999999999999,500,1938,0,2056,funnel
6,0.9937509298324585,0.5105398297309875,1.018906593322754,0.4948665201663971,relu,8771,0.029599999999999994,500,699,4,2823,triangle
19,0.9962566494941711,0.5172236561775208,1.0201143026351929,0.4969199299812317,relu,16454,0.21579999999999996,500,1112,8,1348,funnel
10,0.9923573732376099,0.5172236561775208,1.0156785249710083,0.5051334500312805,relu,7983,0.05899999999999999,500,2410,5,640,triangle
7,1.0322344303131104,0.47249355912208557,1.0264960527420044,0.5010266900062561,relu,3255,0.2648,500,1053,2,1466,triangle
5,1.0611037015914917,0.4668380320072174,1.0483678579330444,0.4866529703140259,relu,19803,0.21579999999999996,500,1348,6,2410,triangle
7,1.4266078472137451,0.39742931723594666,1.0915414094924927,0.447638601064682,relu,13696,0.5881999999999998,500,1820,6,522,brick
7,1.112237572669983,0.4580976963043213,1.0330079793930054,0.48049280047416687,relu,13696,0.3529999999999999,500,2292,2,1171,triangle
12,4.061643123626709,0.3701799511909485,1.0651068687438965,0.447638601064682,relu,2270,0.8429999999999999,500,640,2,1171,brick
6,1.015084981918335,0.5095115900039673,1.0217995643615723,0.5010266900062561,relu,1285,0.21579999999999996,500,1348,3,1053,funnel
4,1.3019490242004395,0.4179948568344116,1.1133016347885132,0.4517453908920288,relu,3058,0.6077999999999999,500,758,1,1938,triangle
12,1.003135085105896,0.501799464225769,1.0024739503860474,0.5071868300437927,relu,7983,0.34319999999999995,500,286,1,2292,funnel
4,11.565329551696777,0.3470436930656433,1.0988377332687378,0.3470225930213928,relu,16257,0.7351999999999999,500,2764,8,1702,brick
4,1.089256763458252,0.41439589858055115,1.093023419380188,0.4435318410396576,relu,19212,0.39219999999999994,500,2528,9,1230,funnel
8,0.9915807843208313,0.5064267516136169,1.007270097732544,0.4989733099937439,relu,3846,0.01,500,1053,8,2469,funnel
230,1.0406590700149536,0.4884318709373474,1.0011557340621948,0.5092402696609497,relu,11726,0.28439999999999993,500,699,0,581,triangle
14,238391.546875,0.3578406274318695,1.0842055082321167,0.447638601064682,relu,2073,0.9703999999999998,500,2882,8,1702,brick
12,0.9976386427879333,0.5146529674530029,1.0164614915847778,0.4969199299812317,relu,3255,0.1276,500,640,6,2941,funnel
9,0.9981762766838074,0.5125964283943176,1.0097739696502686,0.4887063801288605,relu,4240,0.07859999999999998,500,2174,9,2646,funnel
4,1.5687720775604248,0.36143958568573,1.0912361145019531,0.447638601064682,relu,16060,0.5685999999999999,500,1584,7,2823,brick
7,1.6107577085494995,0.35835474729537964,1.0925742387771606,0.4373716711997986,relu,694,0.5979999999999999,500,463,6,345,funnel
5,1.094968557357788,0.37120822072029114,1.0876519680023193,0.4496919810771942,relu,10938,0.20599999999999996,500,2646,7,2528,brick
5,1.1583558320999146,0.47455012798309326,1.0531584024429321,0.5092402696609497,relu,5816,0.3333999999999999,500,1230,1,640,brick
8,1.3681219816207886,0.4195372760295868,1.0401586294174194,0.42094457149505615,relu,11332,0.6763999999999999,500,1053,1,2292,triangle
23,85.54341125488281,0.36092543601989746,1.0653952360153198,0.447638601064682,relu,10741,0.9213999999999998,500,1702,4,404,funnel
5,244.66546630859375,0.35064268112182617,1.0866634845733643,0.447638601064682,relu,6210,0.8625999999999998,500,2174,8,935,brick
28,1.6287131309509277,0.36760926246643066,1.057900071144104,0.447638601064682,relu,10544,0.8233999999999998,500,50,2,1525,triangle
6,8.10620403289795,0.36915168166160583,1.0833384990692139,0.447638601064682,relu,497,0.7841999999999999,500,2469,5,935,funnel
8,1386.4783935546875,0.3645244240760803,1.0843948125839233,0.447638601064682,relu,10544,0.8919999999999998,500,2351,9,1112,brick
6,1.2936757802963257,0.37120822072029114,1.0908539295196533,0.4394250512123108,relu,19803,0.5489999999999999,500,2646,5,1820,triangle
11,1.074454665184021,0.4493573307991028,1.0779120922088623,0.447638601064682,relu,4831,0.34319999999999995,500,1643,9,168,funnel
19,1.2622140645980835,0.44215938448905945,1.0052485466003418,0.5010266900062561,relu,497,0.6861999999999999,500,1053,0,2646,triangle
4,1.3108012676239014,0.4647814929485321,1.1717698574066162,0.45790553092956543,relu,13696,0.5587999999999999,500,1407,1,2174,funnel
500,1.056450366973877,0.46375322341918945,1.050498366355896,0.447638601064682,relu,1482,0.4313999999999999,500,50,5,2823,brick
500,1.1834471225738525,0.3958868980407715,1.0308592319488525,0.47227925062179565,relu,14090,0.6175999999999999,500,109,0,345,brick
7,1.7303682565689087,0.37120822072029114,1.0689116716384888,0.447638601064682,relu,13302,0.6665999999999999,500,345,4,994,funnel
11,0.9880716800689697,0.5146529674530029,1.012105107307434,0.5133470296859741,relu,3649,0.06879999999999999,500,1997,7,2528,triangle
156,1.0258564949035645,0.49357327818870544,1.0131807327270508,0.5133470296859741,relu,2270,0.6077999999999999,500,50,1,1112,funnel
7,1.0815935134887695,0.412853479385376,1.0673969984054565,0.41889116168022156,relu,3846,0.3823999999999999,500,2587,5,2351,triangle
4,1.9241554737091064,0.36503857374191284,1.421552300453186,0.4496919810771942,relu,8968,0.7351999999999999,500,2056,1,1230,funnel
155,1.0642666816711426,0.4606683850288391,1.0270506143569946,0.5112936496734619,relu,11332,0.4999999999999999,500,168,2,581,brick
239,1.060436725616455,0.4791773855686188,1.0027437210083008,0.5051334500312805,relu,2073,0.4313999999999999,500,817,0,345,brick
4,3.9935531616210938,0.3336760997772217,1.1020886898040771,0.30390143394470215,relu,19803,0.6469999999999999,500,1938,9,1289,funnel
10,1.0008517503738403,0.519280195236206,1.0098949670791626,0.5030800700187683,relu,1482,0.29419999999999996,500,2174,5,2941,triangle
10,2.585732936859131,0.3892030715942383,1.0153489112854004,0.5112936496734619,relu,300,0.8429999999999999,500,1525,2,2941,funnel
4,1.3723288774490356,0.29048842191696167,1.0968660116195679,0.25256672501564026,relu,5816,0.4999999999999999,500,2646,6,2056,triangle
13,0.9911842346191406,0.510025680065155,1.014355182647705,0.4948665201663971,relu,18818,0.24519999999999997,500,2056,5,1938,brick
13,35.83243179321289,0.37994858622550964,1.0760083198547363,0.447638601064682,relu,1679,0.8723999999999998,500,1112,5,2882,brick
5,1.1145827770233154,0.2930591404438019,1.0825010538101196,0.3305954933166504,relu,12317,0.21579999999999996,500,2941,6,2587,funnel
9,1.1832271814346313,0.49820050597190857,1.1220208406448364,0.4907597601413727,relu,19212,0.39219999999999994,500,2941,2,1643,brick
20,16.9193058013916,0.3280205726623535,1.0818780660629272,0.47227925062179565,relu,6801,0.8429999999999999,500,168,5,2174,brick
4,2.5898923873901367,0.35424163937568665,1.0931055545806885,0.4435318410396576,relu,2861,0.6371999999999999,500,2705,7,2292,triangle
12,1963.7578125,0.36143958568573,1.0921120643615723,0.447638601064682,relu,13302,0.9017999999999998,500,1289,9,817,triangle
6,1.142899751663208,0.4544987082481384,1.0414048433303833,0.5133470296859741,relu,8771,0.37259999999999993,500,2823,1,876,funnel
7,1.2270641326904297,0.46786633133888245,1.042178750038147,0.48459959030151367,relu,1088,0.5783999999999999,500,2351,2,2351,triangle
18,1.000709056854248,0.5115681290626526,1.0066914558410645,0.4989733099937439,relu,17242,0.31379999999999997,500,1289,5,1289,triangle
7,1.0222210884094238,0.4668380320072174,1.0196095705032349,0.5051334500312805,relu,10938,0.19619999999999996,500,1584,4,2528,brick
4,10.341620445251465,0.36760926246643066,1.0932530164718628,0.447638601064682,relu,300,0.7645999999999998,500,1584,7,1879,brick
7,2.392479658126831,0.34344473481178284,1.0963084697723389,0.47433266043663025,relu,1285,0.6763999999999999,500,2705,7,2528,brick
5,1.1849015951156616,0.2745501399040222,1.0945870876312256,0.35112935304641724,relu,8574,0.29419999999999996,500,2941,6,2646,triangle
8,1.3583098649978638,0.3897172212600708,1.0486183166503906,0.4907597601413727,relu,16848,0.5783999999999999,500,817,3,1702,brick
12,1.060615062713623,0.45038560032844543,1.0274180173873901,0.5071868300437927,relu,13105,0.4999999999999999,500,109,2,2764,triangle
5,1.494659185409546,0.30951157212257385,1.0875496864318848,0.3860369622707367,relu,16257,0.5489999999999999,500,2941,4,1112,triangle
500,1.1879595518112183,0.39485859870910645,1.1082433462142944,0.4065708518028259,relu,4240,0.4705999999999999,500,50,0,1643,funnel
56,10.19836711883545,0.3388174772262573,1.0798375606536865,0.447638601064682,relu,8771,0.8821999999999999,500,227,3,2056,brick
10,1.0153896808624268,0.5131105184555054,1.016320824623108,0.5071868300437927,relu,3255,0.06879999999999999,500,2646,4,1466,funnel
9,1.0848052501678467,0.44627249240875244,1.0890685319900513,0.4455852210521698,relu,14681,0.4509999999999999,500,2115,7,1879,triangle
10,0.9994796514511108,0.5208226442337036,1.0091029405593872,0.5112936496734619,relu,17045,0.07859999999999998,500,1997,5,2233,brick
61,1.8866041898727417,0.3660668432712555,1.0819438695907593,0.41067761182785034,relu,8180,0.6959999999999998,500,109,3,994,brick
4,1.4492932558059692,0.3681233823299408,1.1098809242248535,0.24845996499061584,relu,12120,0.5489999999999999,500,581,8,1053,brick
6,2.634526491165161,0.37583547830581665,1.093559741973877,0.447638601064682,relu,4634,0.6469999999999999,500,404,8,1171,funnel
14,0.9962432384490967,0.5084832906723022,1.016917109489441,0.4907597601413727,relu,3846,0.09819999999999998,500,1407,9,50,brick
12,1.0629782676696777,0.4791773855686188,1.0247257947921753,0.47638604044914246,relu,12908,0.48039999999999994,500,2764,3,1820,funnel
5,31.14890480041504,0.35064268112182617,1.0839290618896484,0.37577003240585327,relu,3058,0.8331999999999998,500,2705,6,2823,funnel
9,1.3164550065994263,0.4586118161678314,1.0609978437423706,0.4887063801288605,relu,18424,0.5881999999999998,500,2351,1,1466,funnel
8,5.420226097106934,0.34807199239730835,1.1086008548736572,0.447638601064682,relu,2861,0.8625999999999998,500,758,2,109,brick
500,1.0551702976226807,0.4714652895927429,1.0004552602767944,0.5112936496734619,relu,3255,0.4019999999999999,500,168,0,2469,funnel
34,27.673095703125,0.3388174772262573,1.066699743270874,0.447638601064682,relu,10347,0.9311999999999998,500,286,3,522,funnel
6,1.0392595529556274,0.4534704387187958,1.0388652086257935,0.447638601064682,relu,12711,0.1374,500,640,1,1761,brick
6,1.1194732189178467,0.4282776415348053,1.044260025024414,0.4989733099937439,relu,2664,0.2648,500,2410,1,522,brick
60,1.2483162879943848,0.4406169652938843,1.0157634019851685,0.4989733099937439,relu,4437,0.6763999999999999,500,2823,0,227,brick
10,1.3318047523498535,0.42724937200546265,1.0053925514221191,0.4969199299812317,relu,12317,0.6077999999999999,500,2410,3,1997,brick
5,35.11227035522461,0.35629820823669434,1.0732568502426147,0.447638601064682,relu,4437,0.8625999999999998,500,1938,5,2587,triangle
37,1.0058785676956177,0.5095115900039673,1.003572702407837,0.4928131401538849,relu,16257,0.16679999999999998,500,286,5,1584,brick
4,1.359482765197754,0.3172236382961273,1.1010401248931885,0.2689938545227051,relu,6998,0.5293999999999999,500,1997,6,2705,brick
11,1.3813414573669434,0.42879176139831543,1.019716739654541,0.5071868300437927,relu,7392,0.6273999999999998,500,2174,3,463,brick
22,1.161968469619751,0.43547558784484863,1.0058948993682861,0.5174537897109985,relu,5225,0.6371999999999999,500,522,2,2410,triangle
10,0.9926613569259644,0.5167095065116882,1.014158010482788,0.5092402696609497,relu,18424,0.05899999999999999,500,1289,6,581,funnel
4,3.6827940940856934,0.35475578904151917,1.0987786054611206,0.2607802748680115,relu,13302,0.6371999999999999,500,2764,9,1053,funnel
9,1.0612670183181763,0.4627249240875244,1.0514967441558838,0.4887063801288605,relu,9953,0.29419999999999996,500,758,6,2764,brick
7,1.9879733324050903,0.40462726354599,1.0309895277023315,0.4907597601413727,relu,891,0.7547999999999998,500,2528,2,2056,triangle
431,0.9901708364486694,0.5079691410064697,0.9994580745697021,0.5092402696609497,relu,5028,0.029599999999999994,500,109,0,1171,triangle
500,1.0768760442733765,0.4411311149597168,1.0506142377853394,0.4517453908920288,relu,14287,0.4999999999999999,500,50,0,876,triangle
4,4.464439868927002,0.33316195011138916,1.1011929512023926,0.24845996499061584,relu,15075,0.6763999999999999,500,1761,9,2941,funnel
15,1144.747314453125,0.35424163937568665,1.0921953916549683,0.447638601064682,relu,11726,0.8919999999999998,500,994,9,581,brick
8,0.9894389510154724,0.5161953568458557,1.0146470069885254,0.5071868300437927,relu,12908,0.029599999999999994,500,1702,6,1289,funnel
9,115.62895965576172,0.3593830466270447,1.0914734601974487,0.447638601064682,relu,6998,0.8625999999999998,500,1171,7,1289,triangle
23,1.008631944656372,0.501799464225769,1.0051958560943604,0.4969199299812317,relu,694,0.4313999999999999,500,2115,6,1820,brick
