round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,kernel_initializer,last_neuron,shapes
5,56489.59765625,0.3516709506511688,1.0794752836227417,0.5195071697235107,relu,300,0.9409999999999998,500,2882,9,uniform,2646,funnel
4,2.3750100135803223,0.37994858622550964,1.5622013807296753,0.2607802748680115,relu,2467,0.4999999999999999,500,1348,3,he_normal,1525,triangle
29,20168586.0,0.32442158460617065,1.0271645784378052,0.5195071697235107,relu,3452,0.9801999999999998,500,1466,8,he_normal,2351,funnel
15,1.0689809322357178,0.4411311149597168,1.0509229898452759,0.5195071697235107,relu,1679,0.6371999999999999,500,699,3,glorot_normal,1230,brick
29,1.0745749473571777,0.4457583427429199,1.0793782472610474,0.5195071697235107,relu,1876,0.5685999999999999,500,2056,8,glorot_normal,227,funnel
66,0.9947701096534729,0.5151671171188354,0.9671081304550171,0.5441478490829468,relu,1285,0.4705999999999999,500,109,2,glorot_normal,581,funnel
8,1.0507408380508423,0.4544987082481384,1.0332213640213013,0.5195071697235107,relu,1088,0.3529999999999999,500,817,6,glorot_normal,1466,funnel
121,0.9884464740753174,0.527506411075592,0.9706801772117615,0.5379877090454102,relu,497,0.09819999999999998,500,50,2,glorot_normal,1702,brick
282,0.9775235056877136,0.5408740639686584,0.9661495685577393,0.5297741293907166,relu,2664,0.7939999999999998,500,1702,0,glorot_normal,522,funnel
22,0.9766055345535278,0.543958842754364,0.9775696396827698,0.5297741293907166,relu,2467,0.2648,500,522,3,glorot_normal,2941,funnel
6,1.919508695602417,0.40976864099502563,0.9903969168663025,0.5503079891204834,relu,1285,0.5489999999999999,500,463,2,he_normal,2115,funnel
68,0.9733863472938538,0.5398457646369934,0.966992199420929,0.533880889415741,relu,2270,0.07859999999999998,500,168,2,glorot_normal,581,funnel
9,1.1508852243423462,0.39331620931625366,1.0966743230819702,0.5195071697235107,relu,3649,0.6763999999999999,500,1289,9,glorot_normal,404,funnel
19,0.9702485799789429,0.5429306030273438,0.9709947109222412,0.5318275094032288,relu,1285,0.10799999999999997,500,2056,1,uniform,2115,brick
7,1.191772222518921,0.4061696529388428,1.0875736474990845,0.5195071697235107,relu,694,0.8135999999999999,500,1112,4,glorot_normal,1820,brick
67,0.988476574420929,0.5311053991317749,0.9654015302658081,0.5297741293907166,relu,694,0.7841999999999999,500,699,1,glorot_normal,522,triangle
27,0.9753968715667725,0.5403599143028259,0.9708361029624939,0.5277207493782043,relu,1876,0.25499999999999995,500,1171,2,uniform,2351,triangle
8,0.97931969165802,0.5336760878562927,0.9771122932434082,0.5379877090454102,relu,497,0.20599999999999996,500,1407,4,uniform,1997,funnel
6,1.077213168144226,0.4277634918689728,1.0746737718582153,0.4558521509170532,relu,2861,0.08839999999999998,500,227,7,he_normal,1761,triangle
127,0.9860543012619019,0.5362467765808105,0.9703550934791565,0.5400410890579224,relu,1876,0.6175999999999999,500,1702,0,uniform,2469,funnel
341,0.980213463306427,0.5352185368537903,0.9705848693847656,0.533880889415741,relu,1482,0.18639999999999998,500,109,0,glorot_normal,286,triangle
20,0.9748048186302185,0.5465295910835266,0.9776167273521423,0.5359342694282532,relu,3255,0.30399999999999994,500,2528,2,glorot_normal,2941,brick
16,1.0769456624984741,0.43341901898384094,1.0715594291687012,0.5195071697235107,relu,2073,0.7841999999999999,500,1761,3,uniform,758,triangle
9,1.0879014730453491,0.4498714506626129,1.0053372383117676,0.521560549736023,relu,2270,0.10799999999999997,500,345,5,he_normal,699,brick
88,0.972424328327179,0.5413881540298462,0.9691155552864075,0.5318275094032288,relu,2861,0.1276,500,109,1,glorot_normal,2351,funnel
8,1.5938998460769653,0.4215938448905945,1.1504050493240356,0.46817249059677124,relu,3255,0.4999999999999999,500,2528,2,he_normal,1289,triangle
218,0.9739180207252502,0.5408740639686584,0.9662709832191467,0.5277207493782043,relu,2073,0.4901999999999999,500,1702,0,glorot_normal,581,brick
15,301.4229736328125,0.37789201736450195,1.047568678855896,0.521560549736023,relu,3255,0.7351999999999999,500,404,9,he_normal,404,funnel
9,1.5049753189086914,0.43804627656936646,1.0867929458618164,0.5236139893531799,relu,1285,0.5196,500,522,2,he_normal,2233,triangle
12,0.9775094985961914,0.5326477885246277,0.9864140152931213,0.533880889415741,relu,3255,0.08839999999999998,500,2056,5,uniform,994,brick
11,1.0597339868545532,0.4349614381790161,0.9952317476272583,0.5318275094032288,relu,1482,0.17659999999999998,500,2941,4,he_normal,2233,funnel
12,0.9784947633743286,0.5398457646369934,0.9916447997093201,0.5256673693656921,relu,1285,0.049199999999999994,500,2587,1,he_normal,1820,triangle
4,11.392012596130371,0.353213369846344,1.1397221088409424,0.35318276286125183,relu,2073,0.7057999999999999,500,227,4,he_normal,1289,funnel
8,1.0691754817962646,0.45912596583366394,1.0400174856185913,0.5133470296859741,relu,3649,0.06879999999999999,500,2115,2,he_normal,286,triangle
10,0.9925522208213806,0.535732626914978,0.968174397945404,0.533880889415741,relu,300,0.32359999999999994,500,2292,7,uniform,463,triangle
24,0.9754911065101624,0.5362467765808105,0.9657012224197388,0.5318275094032288,relu,1285,0.6959999999999998,500,2056,1,glorot_normal,994,brick
10,3.5200414657592773,0.36092543601989746,1.0973848104476929,0.5195071697235107,relu,3452,0.8037999999999998,500,699,8,glorot_normal,2646,brick
7,1.0428353548049927,0.4544987082481384,1.0214040279388428,0.5195071697235107,relu,1482,0.2648,500,1466,8,uniform,2646,brick
7,1.0467870235443115,0.4544987082481384,1.0279542207717896,0.5195071697235107,relu,2073,0.2648,500,2233,7,uniform,1879,triangle
