round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,last_neuron,shapes
282,0.9225535988807678,0.6236503720283508,1.208137035369873,0.4948665201663971,relu,18424,0.15699999999999997,500,758,1,404,triangle
8,5.101959228515625,0.11619537323713303,3.5223588943481445,0.2710472345352173,relu,17045,0.7351999999999999,500,1407,6,876,brick
7,3.1357882022857666,0.24884319305419922,3.2534687519073486,0.2710472345352173,relu,8968,0.17659999999999998,500,2941,9,1997,triangle
104,1.6333649158477783,0.47814908623695374,1.6754802465438843,0.5112936496734619,relu,3846,0.6077999999999999,500,1289,2,2292,triangle
10,3.2150375843048096,0.2334190160036087,3.424743413925171,0.2710472345352173,relu,6998,0.6175999999999999,500,1348,5,1643,brick
500,2.3044772148132324,0.3043701946735382,2.3375120162963867,0.2895277142524719,relu,14484,0.27459999999999996,500,168,0,758,funnel
7,45.22626495361328,0.03598971664905548,3.516749858856201,0.2689938545227051,relu,4240,0.9213999999999998,500,227,4,2292,triangle
18,3.1059346199035645,0.24730077385902405,3.47403883934021,0.2710472345352173,relu,12711,0.5587999999999999,500,1053,7,227,triangle
50,0.882681131362915,0.6174806952476501,1.3043557405471802,0.46817249059677124,relu,6407,0.01,500,2528,5,876,funnel
500,1.3605358600616455,0.5562981963157654,1.5209581851959229,0.4455852210521698,relu,10150,0.019799999999999998,500,581,0,522,funnel
62,1.086108922958374,0.5804627537727356,1.5931367874145508,0.46201232075691223,relu,5816,0.029599999999999994,500,1289,8,2882,funnel
46,1.234566330909729,0.5470436811447144,1.6839088201522827,0.4928131401538849,relu,1285,0.10799999999999997,500,2292,9,2469,triangle
32,3.004699230194092,0.2483290433883667,2.951960802078247,0.2710472345352173,relu,12908,0.34319999999999995,500,227,4,817,triangle
119,5.677022933959961,0.09151671081781387,3.318941116333008,0.2710472345352173,relu,10741,0.9703999999999998,500,227,1,2764,triangle
9,3.006178140640259,0.24370180070400238,3.0800836086273193,0.2710472345352173,relu,8180,0.48039999999999994,500,2469,4,1466,funnel
10,3.0127391815185547,0.24884319305419922,3.114898443222046,0.2710472345352173,relu,5422,0.34319999999999995,500,994,6,1938,triangle
14,2.9868695735931396,0.24884319305419922,3.0822200775146484,0.2710472345352173,relu,19015,0.3529999999999999,500,168,5,2292,funnel
10,2.9622299671173096,0.24884319305419922,2.9605700969696045,0.2710472345352173,relu,9165,0.06879999999999999,500,1702,7,1702,funnel
29,9.133824348449707,0.03753213211894035,3.531431198120117,0.23408624529838562,relu,7589,0.8429999999999999,500,463,4,1348,brick
10,2.9991915225982666,0.24884319305419922,3.1104750633239746,0.2710472345352173,relu,14878,0.30399999999999994,500,758,7,2469,triangle
47,0.9591717720031738,0.5948585867881775,1.2468582391738892,0.4989733099937439,relu,4831,0.10799999999999997,500,2292,2,699,brick
50,1.0451931953430176,0.5701799392700195,1.2707138061523438,0.521560549736023,relu,6407,0.24519999999999997,500,2410,2,2233,triangle
123,0.9793415665626526,0.5943444967269897,1.2073338031768799,0.4969199299812317,relu,11135,0.41179999999999994,500,1997,1,1171,triangle
129,0.8775424361228943,0.6313624382019043,1.1939444541931152,0.48254621028900146,relu,9559,0.16679999999999998,500,1525,1,1997,triangle
166,1.0698848962783813,0.5645244121551514,1.2230967283248901,0.4969199299812317,relu,15469,0.4901999999999999,500,1407,1,227,brick
12,2.9413230419158936,0.24884319305419922,3.008652448654175,0.2710472345352173,relu,16651,0.25499999999999995,500,2233,5,345,triangle
9,3.005554676055908,0.2483290433883667,3.3498170375823975,0.2710472345352173,relu,19803,0.46079999999999993,500,640,7,2233,funnel
12,4.933653354644775,0.11722365021705627,3.377312421798706,0.2710472345352173,relu,11726,0.8135999999999999,500,1230,3,1466,funnel
500,1.2265409231185913,0.5629820227622986,1.362277626991272,0.47227925062179565,relu,11332,0.3823999999999999,500,935,0,1112,funnel
6,3.0231149196624756,0.23084832727909088,3.3082008361816406,0.2710472345352173,relu,1285,0.46079999999999993,500,2056,6,2705,brick
7,258.1548156738281,0.05038560554385185,3.54664945602417,0.2710472345352173,relu,13499,0.8527999999999998,500,1053,9,2646,brick
500,1.8238226175308228,0.44164523482322693,1.6812310218811035,0.4907597601413727,relu,4043,0.18639999999999998,500,109,3,2292,brick
500,2.3874247074127197,0.32904884219169617,2.116368293762207,0.3963038921356201,relu,4437,0.6861999999999999,500,227,1,2882,brick
79,1.6303948163986206,0.4863753318786621,1.6689733266830444,0.5112936496734619,relu,18424,0.5587999999999999,500,1820,2,1348,triangle
10,25475.650390625,0.04884318634867668,3.545177936553955,0.2710472345352173,relu,13105,0.9409999999999998,500,2469,9,2941,brick
177,1.5356290340423584,0.4843187630176544,1.4462891817092896,0.5174537897109985,relu,6998,0.8233999999999998,500,2705,1,1820,brick
113,1.1887658834457397,0.5501285195350647,1.320430040359497,0.5051334500312805,relu,2467,0.23539999999999997,500,935,2,699,triangle
12,3.0060253143310547,0.24884319305419922,3.050704002380371,0.2710472345352173,relu,6801,0.29419999999999996,500,1348,6,817,triangle
5,5.008958339691162,0.13830333948135376,3.4902567863464355,0.2710472345352173,relu,5422,0.7449999999999999,500,2882,5,2882,brick
7,3.013005256652832,0.2267352193593979,3.2002241611480713,0.30595481395721436,relu,8968,0.5293999999999999,500,2646,4,935,brick
500,1.2598507404327393,0.5352185368537903,1.3729087114334106,0.46611911058425903,relu,18030,0.48039999999999994,500,935,0,345,triangle
18,10.09239673614502,0.032904885709285736,3.466402769088745,0.2669404447078705,relu,13302,0.9017999999999998,500,2410,2,286,funnel
14,3.542433023452759,0.14035989344120026,3.504819631576538,0.2710472345352173,relu,1679,0.7057999999999999,500,699,5,1053,triangle
9,3.019183397293091,0.24884319305419922,3.0371694564819336,0.2710472345352173,relu,10938,0.07859999999999998,500,2410,8,1348,funnel
44,4.40159273147583,0.11413881927728653,3.0770041942596436,0.2710472345352173,relu,8180,0.9115999999999999,500,994,1,581,brick
500,1.2973994016647339,0.523907482624054,1.389308214187622,0.46201232075691223,relu,16651,0.5783999999999999,500,994,0,1230,brick
60,1.2904181480407715,0.5393316149711609,1.6879050731658936,0.4989733099937439,relu,17439,0.049199999999999994,500,1938,9,2587,funnel
27,674.9862670898438,0.046786632388830185,3.508242130279541,0.2710472345352173,relu,5816,0.9703999999999998,500,1407,4,109,triangle
71,1.1717429161071777,0.5573264956474304,1.4776899814605713,0.4948665201663971,relu,4043,0.14719999999999997,500,1584,4,581,triangle
53,0.9038122892379761,0.6133676171302795,1.218264102935791,0.4907597601413727,relu,19803,0.1374,500,2351,2,581,brick
10,3.015242338180542,0.24884319305419922,3.2046902179718018,0.2710472345352173,relu,12317,0.4019999999999999,500,1053,6,1879,funnel
15,11.272610664367676,0.08637531846761703,3.234042167663574,0.2710472345352173,relu,4240,0.9213999999999998,500,2941,2,2410,funnel
22,2.9430108070373535,0.24318766593933105,2.9643473625183105,0.2710472345352173,relu,1876,0.4215999999999999,500,994,4,876,brick
395,0.974905788898468,0.5897172093391418,1.1494181156158447,0.5010266900062561,relu,891,0.7547999999999998,500,1938,0,2882,triangle
26,3.1744742393493652,0.21953727304935455,3.216970443725586,0.2710472345352173,relu,1285,0.6371999999999999,500,404,3,758,triangle
500,1.5097965002059937,0.4940873980522156,1.5085734128952026,0.4435318410396576,relu,15666,0.7449999999999999,500,876,0,640,funnel
49,1.0524814128875732,0.5820051431655884,1.4336053133010864,0.47843942046165466,relu,19015,0.06879999999999999,500,1997,6,2882,triangle
153,0.9860382080078125,0.5974293351173401,1.2163032293319702,0.5010266900062561,relu,15469,0.34319999999999995,500,876,1,2410,funnel
500,3.1873490810394287,0.21233932673931122,3.3949363231658936,0.2710472345352173,relu,19015,0.7351999999999999,500,168,5,227,triangle
21,2.9701766967773438,0.24884319305419922,2.979194164276123,0.2710472345352173,relu,13499,0.15699999999999997,500,699,6,2351,brick
8,3.259645700454712,0.22365038096904755,3.4308881759643555,0.2710472345352173,relu,5225,0.6175999999999999,500,2410,5,1230,funnel
7,3.0264241695404053,0.20051413774490356,3.1290154457092285,0.342915803194046,relu,8771,0.5979999999999999,500,2882,3,1289,brick
323,0.9736371040344238,0.5979434251785278,1.2162290811538696,0.4948665201663971,relu,15666,0.22559999999999997,500,581,1,227,brick
500,1.168041706085205,0.5352185368537903,1.17880117893219,0.5174537897109985,relu,1285,0.8821999999999999,500,1820,0,581,funnel
7,2.9625778198242188,0.24884319305419922,2.9830100536346436,0.2710472345352173,relu,1876,0.18639999999999998,500,1466,6,1643,funnel
10,658.2911987304688,0.04370179772377014,3.5372509956359863,0.2710472345352173,relu,7983,0.9311999999999998,500,758,6,463,brick
19,8.994495391845703,0.06478149443864822,3.4012367725372314,0.2710472345352173,relu,10741,0.9115999999999999,500,2233,2,168,triangle
8,3.0063083171844482,0.24884319305419922,3.1298694610595703,0.2710472345352173,relu,13499,0.18639999999999998,500,2941,9,345,triangle
45,3.1842844486236572,0.24061696231365204,3.434868574142456,0.2710472345352173,relu,7589,0.5587999999999999,500,345,6,227,brick
500,2.6652820110321045,0.263753205537796,2.6155080795288086,0.2710472345352173,relu,6604,0.5391999999999999,500,109,0,994,brick
21,17.03696060180664,0.03496143966913223,3.5237350463867188,0.2710472345352173,relu,13499,0.8723999999999998,500,640,4,2941,brick
500,2.3294589519500732,0.29614394903182983,2.342578172683716,0.2772074043750763,relu,11726,0.36279999999999996,500,168,0,463,triangle
6,20.105192184448242,0.06683804839849472,3.5471653938293457,0.2710472345352173,relu,14484,0.7841999999999999,500,935,8,2292,triangle
94,0.861716628074646,0.6334190368652344,1.1920419931411743,0.4928131401538849,relu,12317,0.22559999999999997,500,2941,1,1466,funnel
7,3.315282106399536,0.20925450325012207,3.38859486579895,0.2710472345352173,relu,18424,0.6861999999999999,500,2941,4,1466,triangle
500,4.254332542419434,0.060668379068374634,3.5169639587402344,0.04928131401538849,relu,6801,0.9311999999999998,500,50,2,1761,brick
40,3.1476001739501953,0.2483290433883667,3.3326754570007324,0.2710472345352173,relu,7392,0.46079999999999993,500,50,8,404,funnel
7,2.9640254974365234,0.24884319305419922,3.0710785388946533,0.2710472345352173,relu,19409,0.2648,500,2528,6,1997,funnel
139,0.9323509335517883,0.621079683303833,1.205122709274292,0.5051334500312805,relu,6998,0.27459999999999996,500,1525,1,581,brick
104,1.0776772499084473,0.5552698969841003,1.236345887184143,0.5174537897109985,relu,6998,0.5293999999999999,500,2292,1,1643,triangle
29,49.26040267944336,0.05501285195350647,3.443305253982544,0.2710472345352173,relu,5422,0.9507999999999999,500,581,3,1584,funnel
5,515.407470703125,0.08637531846761703,3.5354056358337402,0.2710472345352173,relu,300,0.9115999999999999,500,2410,7,1466,triangle
10,3.252126693725586,0.23496143519878387,3.439181327819824,0.2710472345352173,relu,13696,0.6469999999999999,500,817,5,1643,funnel
14,3.0014052391052246,0.24730077385902405,2.99526047706604,0.2710472345352173,relu,12908,0.09819999999999998,500,1879,8,286,funnel
302,0.9198634624481201,0.6287917494773865,1.1743886470794678,0.5010266900062561,relu,1679,0.34319999999999995,500,2233,0,935,triangle
8,94.51844024658203,0.06786632537841797,3.534787893295288,0.2710472345352173,relu,14878,0.8625999999999998,500,1879,7,2115,triangle
14,3.0024826526641846,0.24884319305419922,3.082545518875122,0.2710472345352173,relu,8968,0.37259999999999993,500,1525,5,227,triangle
50,1.706499457359314,0.4796915054321289,1.7151927947998047,0.4928131401538849,relu,1876,0.5391999999999999,500,2646,2,2115,brick
43,1.1862388849258423,0.5650385618209839,1.4841312170028687,0.48459959030151367,relu,891,0.05899999999999999,500,404,5,1407,funnel
7,3.064652919769287,0.24884319305419922,3.224691867828369,0.2710472345352173,relu,8968,0.24519999999999997,500,2823,9,1702,funnel
56,1.2604727745056152,0.5542416572570801,1.6508686542510986,0.47227925062179565,relu,19015,0.01,500,2174,9,1997,brick
12,3.1436195373535156,0.23393316566944122,3.2507832050323486,0.2710472345352173,relu,19212,0.5685999999999999,500,2528,4,581,funnel
500,1.2746350765228271,0.5578406453132629,1.4322255849838257,0.47022587060928345,relu,11529,0.29419999999999996,500,758,0,699,brick
10,2.9810903072357178,0.24884319305419922,3.0500311851501465,0.2710472345352173,relu,19606,0.34319999999999995,500,1938,5,1230,funnel
7,457.7082214355469,0.0771208256483078,3.543440818786621,0.2710472345352173,relu,19015,0.8723999999999998,500,2646,9,640,triangle
500,1.5379084348678589,0.4899742901325226,1.482895016670227,0.5174537897109985,relu,3452,0.6567999999999998,500,1525,2,345,funnel
54,1.1910384893417358,0.5506426692008972,1.3641674518585205,0.5051334500312805,relu,6998,0.34319999999999995,500,2351,2,1702,triangle
61,3.88996958732605,0.13984575867652893,3.0059735774993896,0.2710472345352173,relu,12317,0.9115999999999999,500,581,1,2233,triangle
75,0.9939143061637878,0.603598952293396,1.2013318538665771,0.4969199299812317,relu,6013,0.41179999999999994,500,2646,1,935,brick
15,2.977518081665039,0.24884319305419922,2.976135015487671,0.2710472345352173,relu,11135,0.09819999999999998,500,699,7,1525,triangle
7,2.989354133605957,0.24884319305419922,3.1330995559692383,0.2710472345352173,relu,10938,0.31379999999999997,500,2528,6,1289,triangle
12,3.0167417526245117,0.24884319305419922,3.0693838596343994,0.2710472345352173,relu,10938,0.32359999999999994,500,1112,6,2410,brick
13,3.004077672958374,0.24884319305419922,3.0581512451171875,0.2710472345352173,relu,18030,0.41179999999999994,500,699,5,2233,triangle
11,2.9178264141082764,0.24884319305419922,2.942012071609497,0.2710472345352173,relu,3846,0.20599999999999996,500,1525,5,168,brick
16,3.1637625694274902,0.24473007023334503,3.201943874359131,0.2710472345352173,relu,8180,0.41179999999999994,500,1702,6,168,funnel
11,158.7845458984375,0.0750642642378807,3.5443203449249268,0.2710472345352173,relu,17045,0.8723999999999998,500,522,8,1938,funnel
242,1.6846555471420288,0.4668380320072174,1.5578335523605347,0.5071868300437927,relu,694,0.4999999999999999,500,286,2,345,funnel
500,3.183216094970703,0.23598971962928772,3.227445363998413,0.2710472345352173,relu,10741,0.5391999999999999,500,50,6,50,brick
17,3.698366403579712,0.14807197451591492,3.3728649616241455,0.2710472345352173,relu,7392,0.7547999999999998,500,935,3,817,funnel
104,0.9766009449958801,0.5948585867881775,1.1983436346054077,0.5010266900062561,relu,18621,0.3823999999999999,500,2056,1,1230,brick
14,3.206127882003784,0.24884319305419922,3.1652438640594482,0.2710472345352173,relu,13893,0.07859999999999998,500,1584,9,50,funnel
41,1.4743378162384033,0.5115681290626526,1.7162835597991943,0.5010266900062561,relu,2861,0.37259999999999993,500,2351,3,2646,triangle
500,0.870485782623291,0.656041145324707,1.1686997413635254,0.48459959030151367,relu,3255,0.29419999999999996,500,2115,0,168,brick
500,1.6813071966171265,0.4709511697292328,1.7851508855819702,0.41683778166770935,relu,4043,0.20599999999999996,500,404,0,876,funnel
49,3.154916286468506,0.24370180070400238,3.34072208404541,0.2710472345352173,relu,19803,0.5391999999999999,500,345,5,286,triangle
68,1.5639452934265137,0.49357327818870544,1.6152263879776,0.5133470296859741,relu,7589,0.5293999999999999,500,2587,2,758,triangle
9,2.9725608825683594,0.24884319305419922,3.011152982711792,0.2710472345352173,relu,15666,0.1374,500,1112,7,2764,funnel
500,1.2739112377166748,0.5470436811447144,1.4033395051956177,0.46611911058425903,relu,17439,0.4215999999999999,500,876,0,1407,brick
12,2.9139533042907715,0.24884319305419922,2.942410707473755,0.2710472345352173,relu,2073,0.28439999999999993,500,994,4,1761,funnel
24,3.13043212890625,0.24678663909435272,3.0957539081573486,0.2710472345352173,relu,2073,0.22559999999999997,500,935,7,227,funnel
23,3.075559139251709,0.24884319305419922,3.0959064960479736,0.2710472345352173,relu,16454,0.21579999999999996,500,463,9,522,triangle
23,6.61021614074707,0.04627249389886856,3.3778560161590576,0.2731006145477295,relu,2270,0.9311999999999998,500,2410,1,404,funnel
101,1.041856050491333,0.5717223882675171,1.2268508672714233,0.5092402696609497,relu,9165,0.39219999999999994,500,2292,1,640,triangle
10,3.132235527038574,0.2395886927843094,3.3192508220672607,0.2710472345352173,relu,9756,0.6175999999999999,500,2115,4,935,triangle
11,3.711033344268799,0.15681234002113342,3.4572463035583496,0.2710472345352173,relu,9362,0.7155999999999999,500,1053,4,994,funnel
10,3.0543570518493652,0.24935732781887054,3.329942464828491,0.2710472345352173,relu,6013,0.4509999999999999,500,994,7,2410,triangle
22,2.929452657699585,0.24935732781887054,2.9182238578796387,0.2710472345352173,relu,5028,0.2648,500,345,4,1466,triangle
25,4.8193888664245605,0.09511568397283554,3.3211963176727295,0.2710472345352173,relu,6604,0.8723999999999998,500,699,2,1643,triangle
500,0.8626382350921631,0.6313624382019043,1.158976674079895,0.4948665201663971,relu,5028,0.4705999999999999,500,2764,0,1761,brick
7,13.584568977355957,0.08740359544754028,3.5229156017303467,0.2710472345352173,relu,17636,0.8037999999999998,500,1466,6,2292,triangle
8,2.984002113342285,0.24884319305419922,3.1001555919647217,0.2710472345352173,relu,19409,0.22559999999999997,500,1053,7,2705,funnel
18,2.939478874206543,0.24884319305419922,2.950007915496826,0.2710472345352173,relu,16454,0.30399999999999994,500,1348,4,404,triangle
10,11852.6484375,0.03598971664905548,3.5455009937286377,0.2710472345352173,relu,19409,0.9311999999999998,500,2233,9,1171,triangle
11,3.1160404682159424,0.2483290433883667,3.350721836090088,0.2710472345352173,relu,14090,0.4215999999999999,500,2174,9,640,funnel
21,66.39730834960938,0.03598971664905548,3.551687717437744,0.2689938545227051,relu,10938,0.8527999999999998,500,1230,7,345,funnel
18,2.9591846466064453,0.2483290433883667,2.968543529510498,0.2710472345352173,relu,16257,0.3333999999999999,500,1112,4,522,triangle
500,2.1748499870300293,0.3336760997772217,2.2007391452789307,0.31416836380958557,relu,12317,0.3529999999999999,500,227,0,1938,funnel
6,3.2816686630249023,0.21028277277946472,3.5376453399658203,0.2710472345352173,relu,12908,0.6273999999999998,500,1702,8,2587,triangle
39,1885.25927734375,0.029820051044225693,3.5219593048095703,0.17659138143062592,relu,7983,0.9801999999999998,500,1112,4,1348,triangle
142,0.9381147623062134,0.612853467464447,1.2316402196884155,0.4948665201663971,relu,16651,0.09819999999999998,500,699,2,876,triangle
12,3.0955810546875,0.24781490862369537,3.5026469230651855,0.2710472345352173,relu,18424,0.5196,500,2410,9,1171,funnel
15,9.293295860290527,0.0791773796081543,3.522413492202759,0.2710472345352173,relu,5816,0.8135999999999999,500,1171,5,227,triangle
24,4.840280532836914,0.07557840645313263,3.3383238315582275,0.2710472345352173,relu,4043,0.8527999999999998,500,1053,2,758,funnel
500,1.889722228050232,0.408740371465683,1.616494059562683,0.4024640619754791,relu,10150,0.9409999999999998,500,1525,0,168,triangle
21,2.976810932159424,0.24884319305419922,2.9882729053497314,0.2710472345352173,relu,18030,0.34319999999999995,500,168,4,2174,triangle
6,9.594690322875977,0.08431876450777054,3.5499415397644043,0.2710472345352173,relu,18030,0.7253999999999998,500,2056,9,1112,funnel
11,3.0451321601867676,0.24730077385902405,3.2469069957733154,0.2710472345352173,relu,18030,0.4999999999999999,500,1348,5,2410,brick
8,3.2443811893463135,0.23701798915863037,3.536888599395752,0.2710472345352173,relu,16060,0.5881999999999998,500,1525,9,1171,funnel
9,5.3400654792785645,0.10437017679214478,3.539891242980957,0.2710472345352173,relu,11135,0.7253999999999998,500,1112,7,2115,brick
8,2.9598615169525146,0.24884319305419922,2.9523613452911377,0.2710472345352173,relu,16060,0.029599999999999994,500,2823,7,2233,funnel
8,3.0402023792266846,0.23496143519878387,3.100301504135132,0.2710472345352173,relu,3649,0.5881999999999998,500,1820,3,2351,funnel
9,6.484436988830566,0.12904883921146393,3.3557310104370117,0.2710472345352173,relu,8377,0.8429999999999999,500,2705,3,404,brick
170,1.3049522638320923,0.5341902375221252,1.453431487083435,0.5010266900062561,relu,18424,0.09819999999999998,500,345,5,699,brick
6,12.299969673156738,0.10591259598731995,3.53558087348938,0.2710472345352173,relu,7195,0.7743999999999999,500,1702,7,2115,brick
77,1.1480046510696411,0.570694088935852,1.3379192352294922,0.4887063801288605,relu,1876,0.18639999999999998,500,1761,1,699,triangle
500,1.025098443031311,0.5912596583366394,1.228577733039856,0.46406570076942444,relu,3452,0.20599999999999996,500,168,1,1702,triangle
7,5.351422309875488,0.13624678552150726,3.498387336730957,0.2710472345352173,relu,12317,0.7645999999999998,500,1289,5,2056,funnel
30,3.365851879119873,0.16092544794082642,2.7332656383514404,0.29158109426498413,relu,19212,0.8821999999999999,500,2115,1,2646,funnel
7,2.9375429153442383,0.24935732781887054,3.00016188621521,0.3264887034893036,relu,2861,0.22559999999999997,500,2764,5,2174,brick
12,3.023627996444702,0.24884319305419922,3.0227062702178955,0.2710472345352173,relu,16848,0.11779999999999997,500,345,7,2705,triangle
13,3.050546169281006,0.24884319305419922,3.059788942337036,0.2710472345352173,relu,11332,0.08839999999999998,500,522,9,2115,triangle
117,1.105188250541687,0.5552698969841003,1.2428569793701172,0.5154004096984863,relu,11923,0.6273999999999998,500,2410,1,2469,funnel
40,1.0218979120254517,0.5830334424972534,1.3047256469726562,0.4887063801288605,relu,2073,0.17659999999999998,500,2882,3,2764,triangle
307,1.4226288795471191,0.49820050597190857,1.5383131504058838,0.5174537897109985,relu,19212,0.5979999999999999,500,1230,2,404,triangle
17,3.323209047317505,0.2030848264694214,3.302577257156372,0.2710472345352173,relu,18424,0.6959999999999998,500,935,3,2823,brick
172,1.1266218423843384,0.5552698969841003,1.2734695672988892,0.5174537897109985,relu,2270,0.22559999999999997,500,640,2,2882,brick
48,0.9818904399871826,0.6025707125663757,1.3195791244506836,0.47433266043663025,relu,16651,0.17659999999999998,500,2410,3,2823,brick
27,3.0023303031921387,0.24884319305419922,2.973646640777588,0.2710472345352173,relu,14287,0.18639999999999998,500,463,6,2469,brick
23,3.0430634021759033,0.22365038096904755,2.9300057888031006,0.2710472345352173,relu,5028,0.6469999999999999,500,1053,2,1407,brick
93,1.4527784585952759,0.49562981724739075,1.4798903465270996,0.5174537897109985,relu,16848,0.4509999999999999,500,758,2,2410,triangle
8,2.9252429008483887,0.24318766593933105,3.006071090698242,0.35112935304641724,relu,6801,0.39219999999999994,500,2233,4,2941,triangle
122,1.060789704322815,0.5665809512138367,1.3022063970565796,0.5297741293907166,relu,10938,0.09819999999999998,500,640,3,2410,brick
