round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,kernel_initializer,last_neuron,shapes
20,1.061313271522522,0.4802056550979614,1.0107730627059937,0.5133470296859741,relu,694,0.30399999999999994,500,2587,2,he_normal,1643,brick
7,1.4787218570709229,0.35629820823669434,1.1329641342163086,0.46611911058425903,relu,3649,0.2354,500,168,4,he_normal,581,brick
11,2.883615732192993,0.37789201736450195,1.0632178783416748,0.4455852210521698,relu,694,0.6175999999999999,500,2587,4,he_normal,1112,funnel
20,0.9823420643806458,0.5233933329582214,1.0079458951950073,0.5154004096984863,relu,2467,0.30399999999999994,500,2174,2,glorot_normal,1112,brick
27,0.9925630688667297,0.5053984522819519,1.0166971683502197,0.4887063801288605,relu,694,0.6175999999999999,500,1702,4,glorot_normal,581,brick
5,1.5033323764801025,0.44267353415489197,1.1121031045913696,0.4435318410396576,relu,3649,0.30399999999999994,500,109,4,he_normal,2469,funnel
133,0.9968749284744263,0.5095115900039673,1.0033148527145386,0.5277207493782043,relu,3649,0.2354,500,109,4,glorot_normal,1643,brick
13,1.0674400329589844,0.49100255966186523,1.010118007659912,0.5092402696609497,relu,694,0.30399999999999994,500,1702,4,he_normal,2469,brick
66,1.081859827041626,0.4606683850288391,1.0122933387756348,0.5154004096984863,relu,1285,0.30399999999999994,500,168,2,he_normal,581,brick
95,1.0391812324523926,0.48071980476379395,1.006309986114502,0.5195071697235107,relu,1285,0.2354,500,109,2,he_normal,50,triangle
9,1.1903504133224487,0.41439589858055115,1.0317636728286743,0.46201232075691223,relu,2467,0.30399999999999994,500,109,2,he_normal,2469,triangle
15,0.9892439842224121,0.5182519555091858,1.010585904121399,0.5154004096984863,relu,1285,0.2354,500,2587,4,glorot_normal,50,funnel
10,1.0643725395202637,0.46375322341918945,1.0096056461334229,0.521560549736023,relu,694,0.2354,500,1702,4,he_normal,581,brick
